,Line,Client,Destination,Placement Time,Completion Time,Removal Time,Loading dtn,Removal dtn,JNPT loading,GTI loading,NSICT loading,BMCT loading,Total loading,JNPT unloading,GTI unloading,NSICT unloading,BMCT unloading,Total unloading
748,1,ADIL 28,NTSJ,2022-02-13 07:35:00,2022-02-13 18:00:00,2022-02-13 18:45:00,10.416666666666666,0.75,0,0,90,0,90,0,28,54,8,90
749,5,PMLP 12,MKPP,2022-02-13 08:50:00,2022-02-13 15:20:00,2022-02-13 15:50:00,6.5,0.5,0,0,80,0,80,0,54,9,17,80
750,5,ADIL 29,NTSJ,2022-02-13 16:45:00,2022-02-13 23:30:00,2022-02-14 01:05:00,6.75,1.5833333333333333,0,0,90,0,90,1,18,35,36,90
751,B3,CONR,DRTA,2022-02-13 11:00:00,2022-02-14 06:10:00,2022-02-14 07:05:00,19.166666666666668,0.9166666666666666,0,0,28,0,28,10,20,30,30,90
752,8,CONR,SNF,2022-02-13 17:55:00,2022-02-14 04:55:00,2022-02-14 06:35:00,11.0,1.6666666666666667,21,21,42,6,90,27,30,24,9,90
753,4,CONR,DLB,2022-02-13 23:55:00,2022-02-14 06:00:00,2022-02-14 06:25:00,6.083333333333333,0.4166666666666667,0,0,90,0,90,2,35,36,17,90
754,G2,CONR,BNGD,2022-02-14 00:30:00,2022-02-14 09:10:00,2022-02-14 09:55:00,8.666666666666666,0.75,14,62,14,0,90,0,21,51,8,80
755,G3,CONR,MLAR,2022-02-14 04:10:00,2022-02-14 15:20:00,2022-02-14 16:30:00,11.166666666666666,1.1666666666666667,0,68,0,8,76,0,14,45,31,90
756,1,CONR,BRC,2022-02-14 11:35:00,2022-02-14 23:35:00,2022-02-15 03:10:00,12.0,3.5833333333333335,0,43,21,6,70,1,36,44,9,90
757,G1,CONR,DLB,2022-02-14 14:45:00,2022-02-14 19:50:00,2022-02-14 21:30:00,5.083333333333333,1.6666666666666667,0,90,0,0,90,0,30,44,16,90
758,G3,CONR,CPC,2022-02-14 17:50:00,2022-02-14 23:30:00,2022-02-15 01:35:00,5.666666666666667,2.0833333333333335,1,89,0,0,90,0,35,46,9,90
759,B2,CONR,AKV,2022-02-14 02:05:00,2022-02-14 23:50:00,2022-02-15 03:55:00,21.75,4.083333333333333,0,22,15,51,88,0,20,40,30,90
760,B4,CONR,DRTA,2022-02-13 23:25:00,2022-02-14 23:55:00,,0.5,,0,26,18,6,50,28,41,13,8,90
761,1,PMLP 13,MATP,2022-02-13 20:30:00,2022-02-14 09:30:00,2022-02-14 10:15:00,13.0,0.75,12,23,17,28,80,0,74,2,4,80
762,G1,NCP16,NTSJ,2022-02-13 21:55:00,2022-02-14 12:00:00,2022-02-14 12:55:00,14.083333333333334,0.9166666666666666,0,28,62,0,90,34,52,4,0,90
763,5,HTPL 02,JUI,2022-02-14 02:25:00,2022-02-14 12:50:00,2022-02-14 14:05:00,10.416666666666666,1.25,0,0,36,44,80,0,0,80,0,80
764,2,DLI15,DLIB,2022-02-14 03:50:00,2022-02-14 17:40:00,2022-02-14 18:30:00,13.833333333333334,0.8333333333333334,0,9,70,11,90,8,7,63,12,90
765,4,ADIL 30,NTSJ,2022-02-14 08:45:00,2022-02-14 15:50:00,2022-02-14 15:50:00,7.083333333333333,0.0,0,0,90,0,90,14,55,21,0,90
766,G2,DLI16,MRWN,2022-02-14 11:15:00,2022-02-14 18:30:00,2022-02-14 19:15:00,7.25,0.75,0,90,0,0,90,0,90,0,0,90
767,5,NCP17,NTSJ,2022-02-14 15:45:00,2022-02-14 23:00:00,2022-02-15 00:30:00,7.25,1.5,0,20,22,32,74,0,43,34,9,86
768,B1,PMLP14,MKPP,2022-02-14 07:00:00,2022-02-14 23:15:00,2022-02-15 00:30:00,16.25,1.25,0,3,2,75,80,0,33,35,10,78
769,G2,,TKD,2022-02-14 21:25:00,2022-02-15 05:00:00,2022-02-15 06:10:00,7.583333333333333,1.1666666666666667,0,79,11,0,90,0,0,0,90,90
770,4,,DRTA,2022-02-14 22:10:00,2022-02-15 11:00:00,2022-02-15 12:05:00,12.833333333333334,1.0833333333333333,0,2,46,0,48,14,21,33,22,90
771,G1,,MDDP,2022-02-15 00:45:00,2022-02-15 06:00:00,2022-02-15 07:25:00,5.25,1.4166666666666667,0,82,8,0,90,7,49,20,14,90
772,G3,,DRTA,2022-02-15 05:05:00,2022-02-15 14:20:00,2022-02-15 15:15:00,9.25,0.9166666666666666,0,89,1,0,90,0,30,56,4,90
773,B2,,TKD,2022-02-15 05:55:00,2022-02-15 13:10:00,2022-02-15 13:35:00,7.25,0.4166666666666667,0,0,0,90,90,0,23,50,17,90
774,B1,,CPC,2022-02-15 08:20:00,2022-02-15 15:10:00,2022-02-15 15:55:00,6.833333333333333,0.75,0,0,0,90,90,15,30,21,24,90
775,1,,TKD,2022-02-15 09:45:00,2022-02-15 23:45:00,2022-02-16 04:30:00,14.0,4.75,12,44,0,34,90,0,67,23,0,90
776,2,,CGPT,2022-02-15 11:25:00,2022-02-15 22:00:00,2022-02-15 22:50:00,10.583333333333334,0.8333333333333334,0,32,8,22,62,2,11,42,35,90
777,B4,,SNF,2022-02-15 11:35:00,2022-02-15 19:15:00,2022-02-15 21:35:00,7.666666666666667,2.3333333333333335,0,0,0,90,90,0,51,33,6,90
778,4,,PCPK,2022-02-15 15:35:00,2022-02-15 23:40:00,2022-02-16 02:15:00,8.083333333333334,2.5833333333333335,0,6,59,25,90,0,6,84,0,90
779,B3,,SNF,2022-02-15 21:00:00,2022-02-15 23:50:00,2022-02-16 05:15:00,2.8333333333333335,5.416666666666667,0,0,0,90,90,4,47,27,12,90
780,6,ADIL33,NTSJ,2022-02-14 19:10:00,2022-02-15 21:55:00,2022-02-15 22:45:00,2.75,0.8333333333333334,80,0,0,0,80,0,2,78,0,80
781,B3,ADIL31,NTSJ,2022-02-14 20:55:00,2022-02-15 18:00:00,2022-02-15 19:00:00,21.083333333333332,1.0,0,0,0,70,70,0,62,28,0,90
782,5,DLI 17,DLIB,2022-02-15 01:50:00,2022-02-15 10:00:00,2022-02-15 11:25:00,8.166666666666666,1.4166666666666667,0,1,89,0,90,8,36,0,46,90
783,8,PMLP16,MKPP,2022-02-15 04:10:00,2022-02-15 22:45:00,2022-02-16 00:20:00,18.583333333333332,1.5833333333333333,0,69,21,0,90,0,82,6,2,90
784,G2,GRPL 08,GRFV,2022-02-15 07:10:00,2022-02-15 15:15:00,2022-02-15 15:50:00,8.083333333333334,0.5833333333333334,0,42,26,22,90,1,28,28,23,80
785,G1,PMLP 15,MKPP,2022-02-15 09:10:00,2022-02-15 18:50:00,2022-02-15 19:40:00,9.666666666666666,0.8333333333333334,0,80,0,0,80,1,41,16,22,80
786,B2,ADIL32,HTSD,2022-02-15 14:40:00,2022-02-15 21:45:00,2022-02-15 22:40:00,7.083333333333333,0.9166666666666666,0,0,0,0,0,0,15,51,24,90
787,G2,PMLP17,MKPP,2022-02-15 17:30:00,2022-02-15 23:55:00,2022-02-16 02:30:00,6.416666666666667,2.5833333333333335,0,90,0,0,90,0,19,55,16,90
788,G3,CONR,AKV,2022-02-15 16:55:00,2022-02-16 04:20:00,2022-02-16 05:00:00,11.416666666666666,0.6666666666666666,3,60,21,6,90,0,42,44,4,90
789,G1,CONR,PCPK,2022-02-15 21:20:00,2022-02-16 09:00:00,2022-02-16 09:55:00,11.666666666666666,0.9166666666666666,0,90,0,0,90,9,25,41,15,90
790,B4,CONR,CPC,2022-02-16 03:40:00,2022-02-16 15:30:00,2022-02-16 16:55:00,11.833333333333334,1.4166666666666667,0,25,0,65,90,0,23,54,13,90
791,B2,CONR,DER,2022-02-16 05:10:00,2022-02-16 22:15:00,2022-02-16 23:10:00,17.083333333333332,0.9166666666666666,24,4,0,62,90,1,20,50,19,90
792,4,CONR,DRT,2022-02-16 07:00:00,2022-02-16 11:20:00,2022-02-16 12:05:00,4.333333333333333,0.75,0,14,76,0,90,0,17,65,8,90
793,G2,CONR,TKD,2022-02-16 08:30:00,2022-02-16 17:45:00,2022-02-16 18:30:00,9.25,0.75,14,64,0,2,80,18,42,18,4,82
794,B1,CONR,BRC,2022-02-16 12:10:00,2022-02-16 23:50:00,2022-02-17 02:10:00,11.666666666666666,2.3333333333333335,0,0,0,80,80,0,7,47,26,80
795,4,CONR,DLB,2022-02-16 14:15:00,2022-02-16 19:40:00,2022-02-16 20:40:00,5.416666666666667,1.0,4,0,86,0,90,0,33,55,2,90
796,G3,CONR,MDDP,2022-02-16 17:10:00,2022-02-16 23:30:00,2022-02-17 00:25:00,6.333333333333333,0.9166666666666666,0,90,0,0,90,0,71,16,3,90
797,G1,CONR,SNF,2022-02-16 19:45:00,2022-02-16 23:35:00,2022-02-17 01:25:00,3.8333333333333335,1.8333333333333333,0,90,0,0,90,0,50,23,17,90
798,5,DLI 18,DLIB,2022-02-15 13:05:00,2022-02-16 06:15:00,2022-02-16 07:20:00,17.166666666666668,1.0833333333333333,0,32,30,12,74,6,0,74,10,90
799,B1,CRRS 06,CMCT,2022-02-15 20:25:00,2022-02-16 06:10:00,2022-02-16 07:10:00,9.75,1.0,0,0,12,68,80,0,7,72,1,80
800,2,NCP 18,NTSJ,2022-02-15 23:50:00,2022-02-16 07:50:00,2022-02-16 08:40:00,8.0,0.8333333333333334,0,0,90,0,90,0,45,34,11,90
801,6,ADIL34,NTSJ,2022-02-15 23:55:00,2022-02-16 20:30:00,2022-02-16 21:15:00,20.583333333333332,0.75,50,29,11,0,90,0,41,28,21,90
802,8,GRPL 09,IAGR,2022-02-16 02:20:00,2022-02-16 13:50:00,2022-02-16 14:35:00,11.5,0.75,90,0,0,0,90,2,59,19,10,90
803,1,DLI 19,DLIB,2022-02-16 05:40:00,2022-02-16 13:00:00,2022-02-16 14:20:00,7.333333333333333,1.3333333333333333,6,2,0,2,10,0,0,90,0,90
804,5,KRIL 04,MRWN,2022-02-16 10:20:00,2022-02-16 15:45:00,2022-02-16 16:40:00,5.416666666666667,0.9166666666666666,0,11,49,30,90,0,0,39,51,90
805,2,GRPL10,GRFV,2022-02-16 11:55:00,2022-02-16 22:45:00,2022-02-16 23:40:00,10.833333333333334,0.9166666666666666,35,12,24,19,90,0,30,40,20,90
806,5,ADIL35,NTSJ,2022-02-16 17:55:00,2022-02-16 23:40:00,2022-02-17 01:00:00,5.75,1.3333333333333333,0,0,90,0,90,0,17,16,57,90
807,1,CONCR,DRTA,2022-02-16 19:20:00,2022-02-17 08:10:00,2022-02-17 09:05:00,12.833333333333334,0.9166666666666666,10,32,32,16,90,0,3,71,16,90
808,G2,CONCR,DER,2022-02-16 22:40:00,2022-02-17 05:30:00,2022-02-17 06:30:00,6.833333333333333,1.0,18,70,2,0,90,0,55,33,2,90
809,4,CONCR,SNF,2022-02-16 23:35:00,2022-02-17 05:15:00,2022-02-17 06:15:00,5.666666666666667,1.0,2,0,88,0,90,0,0,28,62,90
810,6,CONCR,TKD,2022-02-16 23:45:00,2022-02-17 12:00:00,2022-02-17 12:35:00,12.25,0.5833333333333334,25,16,20,29,90,0,56,29,5,90
811,B3,CONCR,BNGD,2022-02-16 23:55:00,2022-02-17 10:55:00,2022-02-17 11:45:00,11.0,0.8333333333333334,13,16,14,47,90,2,14,44,30,90
812,G3,CONCR,SNF,2022-02-17 05:00:00,2022-02-17 15:30:00,2022-02-17 16:15:00,10.5,0.75,15,42,27,6,90,2,21,43,24,90
813,4,CONCR,MDDP,2022-02-17 07:30:00,2022-02-17 13:35:00,2022-02-17 14:25:00,6.083333333333333,0.8333333333333334,0,0,90,0,90,2,53,18,17,90
814,1,CONCR,DRTA,2022-02-17 12:15:00,2022-02-17 23:45:00,2022-02-18 00:40:00,11.5,0.9166666666666666,4,8,4,0,16,7,12,29,42,90
815,6,CONCR,DLB,2022-02-17 13:50:00,2022-02-17 21:15:00,2022-02-17 21:50:00,7.416666666666667,0.5833333333333334,4,72,4,10,90,19,0,51,20,90
816,4,CONCR,TKD,2022-02-17 15:55:00,2022-02-17 23:50:00,2022-02-18 03:45:00,7.916666666666667,3.9166666666666665,10,36,40,4,90,14,48,14,14,90
817,5,CONCR,DER,2022-02-17 17:35:00,2022-02-17 23:55:00,2022-02-18 04:25:00,6.333333333333333,4.5,0,0,90,0,90,4,34,39,13,90
818,8,ADIL 38,NTSJ,2022-02-17 01:20:00,2022-02-17 23:40:00,2022-02-18 00:50:00,22.333333333333332,1.1666666666666667,32,28,30,0,90,2,2,80,6,90
819,5,NCP 19,NTSJ,2022-02-17 03:20:00,2022-02-17 14:35:00,2022-02-17 16:05:00,11.25,1.5,0,0,90,0,90,36,6,10,38,90
820,2,PMLP 18,MKPP,2022-02-17 08:00:00,2022-02-17 18:30:00,2022-02-17 19:05:00,10.5,0.5833333333333334,7,0,77,6,90,20,54,0,16,90
821,G1,ADIL 36,NTSJ,2022-02-17 08:15:00,2022-02-17 18:45:00,2022-02-17 19:45:00,10.5,1.0,0,9,0,0,9,50,31,6,3,90
822,G2,CRRS 07,CMCT,2022-02-17 08:50:00,2022-02-17 22:30:00,2022-02-17 23:35:00,13.666666666666666,1.0833333333333333,0,4,76,0,80,1,4,65,10,80
823,B1,ADIL 37,NTSJ,2022-02-17 18:25:00,2022-02-17 23:20:00,2022-02-18 00:10:00,4.916666666666667,0.8333333333333334,0,0,0,90,90,0,13,60,17,90
824,G3,CONR,PCPK,2022-02-17 18:10:00,2022-02-18 18:30:00,2022-02-18 19:15:00,0.3333333333333333,0.75,15,31,30,14,90,0,16,37,25,
825,B2,CONR,BRC,2022-02-17 20:00:00,2022-02-18 23:55:00,2022-02-19 04:35:00,3.9166666666666665,4.666666666666667,26,28,8,18,80,0,0,0,80,
826,B4,CONR,DRTA,2022-02-17 20:40:00,2022-02-18 21:50:00,2022-02-18 22:40:00,1.1666666666666667,0.8333333333333334,8,11,3,8,30,0,0,0,90,
827,2,CONR,MLPB,2022-02-17 21:30:00,2022-02-18 14:45:00,2022-02-18 15:25:00,17.25,0.6666666666666666,0,0,90,0,90,12,20,42,16,90
828,G1,CONR,AKV,2022-02-17 21:45:00,2022-02-18 06:30:00,2022-02-18 07:00:00,8.75,0.5,28,53,5,4,90,8,42,33,7,90
829,6,CONR,SCIC,2022-02-17 23:10:00,2022-02-18 21:00:00,2022-02-18 22:00:00,21.833333333333332,1.0,0,0,90,0,90,90,0,0,0,90
830,G2,CONR,SNF,2022-02-18 00:45:00,2022-02-18 15:05:00,2022-02-18 16:15:00,14.333333333333334,1.1666666666666667,7,10,52,21,90,6,25,42,17,90
831,1,CONR,ICDW,2022-02-18 01:45:00,2022-02-18 08:40:00,2022-02-18 09:20:00,6.916666666666667,0.6666666666666666,0,80,0,0,80,1,9,52,18,80
832,G1,CONR,DER,2022-02-18 08:10:00,2022-02-18 23:25:00,2022-02-19 01:45:00,15.25,2.3333333333333335,0,61,19,0,80,0,37,43,0,80
833,1,CONR,AKV,2022-02-18 10:30:00,2022-02-18 23:35:00,2022-02-19 01:55:00,13.083333333333334,2.3333333333333335,0,4,77,9,90,7,35,48,0,90
834,G3,CONR,DLB,2022-02-18 20:25:00,2022-02-18 23:45:00,2022-02-19 04:40:00,3.3333333333333335,4.916666666666667,0,90,0,0,90,0,51,29,0,80
835,8,DLI,KPFP,2022-02-18 02:50:00,2022-02-18 07:30:00,2022-02-18 08:45:00,4.666666666666667,1.25,0,0,0,0,0,1,34,52,3,90
836,B1,NCP,NTSJ,2022-02-18 04:45:00,2022-02-18 11:30:00,2022-02-18 12:15:00,6.75,0.75,0,0,0,90,90,78,0,2,10,90
837,B3,CONR,DER,2022-02-18 05:20:00,2022-02-19 06:00:00,2022-02-19 08:25:00,0.6666666666666666,2.4166666666666665,17,6,23,40,86,0,18,62,6,86
838,B4,CONR,TKD,2022-02-19 02:30:00,2022-02-19 11:00:00,2022-02-19 13:15:00,8.5,2.25,0,0,0,90,90,10,22,40,8,90
839,G1,CONR,DLB,2022-02-19 03:15:00,2022-02-19 11:15:00,2022-02-19 12:35:00,8.0,1.3333333333333333,0,80,0,0,80,0,32,42,6,80
840,1,CONR,BNGD,2022-02-19 03:45:00,2022-02-19 15:00:00,2022-02-19 15:45:00,11.25,0.75,0,0,0,90,90,16,23,40,11,90
841,G3,CONR,DRTA,2022-02-19 05:45:00,2022-02-19 15:30:00,2022-02-19 16:25:00,9.75,0.9166666666666666,2,8,0,0,10,0,26,37,27,90
842,B2,CONR,CGPT,2022-02-19 05:20:00,2022-02-19 16:30:00,2022-02-19 17:35:00,11.166666666666666,1.0833333333333333,0,10,18,52,80,0,10,48,32,90
843,8,CONR,DRTA,2022-02-19 08:50:00,2022-02-19 22:20:00,2022-02-19 23:10:00,13.5,0.8333333333333334,0,0,16,0,16,2,32,36,20,90
844,B1,CONR,BRC,2022-02-19 10:15:00,2022-02-19 23:35:00,2022-02-20 01:50:00,13.333333333333334,2.25,0,13,45,32,90,1,30,29,30,90
845,G1,CONR,SNF,2022-02-19 14:15:00,2022-02-19 23:40:00,2022-02-20 02:00:00,9.416666666666666,2.3333333333333335,2,63,25,0,90,0,40,50,0,90
846,G2,CONR,DRTA,2022-02-19 14:45:00,2022-02-19 23:45:00,2022-02-20 03:55:00,9.0,4.166666666666667,0,90,0,0,90,4,42,31,13,90
847,B1,PMLP,MKPP,2022-02-18 13:25:00,2022-02-19 07:45:00,2022-02-19 08:40:00,18.333333333333332,0.9166666666666666,8,11,23,38,80,0,0,34,46,80
848,2,ADIL ,NTSJ,2022-02-18 17:00:00,2022-02-19 04:45:00,2022-02-19 05:45:00,11.75,1.0,0,0,90,0,90,0,6,20,64,90
849,G2,ADIL,NTSJ,2022-02-18 17:55:00,2022-02-19 00:10:00,2022-02-19 00:30:00,6.25,0.3333333333333333,0,90,0,0,90,58,1,10,21,90
850,6,CRRS,CMCT,2022-02-18 23:10:00,2022-02-19 16:00:00,2022-02-19 16:55:00,16.833333333333332,0.9166666666666666,0,12,58,10,80,0,6,68,6,80
851,G2,GRPL,GRFV,2022-02-19 01:40:00,2022-02-19 11:45:00,2022-02-19 13:20:00,10.083333333333334,1.5833333333333333,14,45,2,29,90,0,34,56,0,90
852,2,GRPL,GRFV,2022-02-19 08:15:00,2022-02-19 18:45:00,2022-02-19 19:35:00,10.5,0.8333333333333334,17,13,16,14,60,2,53,27,8,90
853,B4,ADIL,NTSJ,2022-02-19 15:30:00,2022-02-19 21:00:00,2022-02-19 22:35:00,5.5,1.5833333333333333,0,0,0,90,90,8,4,40,45,90
854,B3,CONCR,SNF,2022-02-19 13:10:00,2022-02-20 09:50:00,2022-02-20 10:55:00,20.666666666666668,1.0833333333333333,0,0,0,90,90,1,39,28,22,90
855,G3,CONCR,MDDP,2022-02-19 19:40:00,2022-02-20 07:30:00,2022-02-20 08:35:00,11.833333333333334,1.0833333333333333,0,47,21,10,78,0,55,30,5,90
856,2,CONCR,AKV,2022-02-19 21:25:00,2022-02-20 10:40:00,2022-02-20 11:30:00,13.25,0.8333333333333334,13,3,59,15,90,1,40,38,11,90
857,B4,CONCR,CGPT,2022-02-19 23:30:00,2022-02-20 20:10:00,2022-02-20 21:00:00,20.666666666666668,0.8333333333333334,0,0,0,90,90,0,43,31,16,90
858,B1,CONCR,DRTA,2022-02-20 02:55:00,2022-02-20 22:40:00,2022-02-20 23:35:00,19.75,0.9166666666666666,0,32,8,50,90,0,18,70,2,90
859,G1,CONCR,TKD,2022-02-20 03:50:00,2022-02-20 12:10:00,2022-02-20 13:35:00,8.333333333333334,1.4166666666666667,13,76,1,0,90,0,15,3,72,90
860,G2,CONCR,DLB,2022-02-20 05:55:00,2022-02-20 14:45:00,2022-02-20 15:20:00,8.833333333333334,0.5833333333333334,0,17,57,6,80,1,22,46,7,76
861,B2,CONCR,BGKT,2022-02-20 09:05:00,2022-02-20 16:55:00,2022-02-20 17:55:00,7.833333333333333,1.0,0,0,0,80,80,14,41,10,9,74
862,G3,CONCR,SNF,2022-02-20 09:40:00,2022-02-20 20:00:00,2022-02-20 20:50:00,10.333333333333334,0.8333333333333334,1,32,48,9,90,0,30,60,0,90
863,1,CRRS 09,CMCT,2022-02-19 16:40:00,2022-02-20 13:40:00,2022-02-20 14:15:00,21.0,0.5833333333333334,0,0,80,0,80,0,1,54,13,68
864,6,PMLP 20,MDCC,2022-02-19 18:10:00,2022-02-20 03:00:00,2022-02-20 04:25:00,8.833333333333334,1.4166666666666667,0,0,0,0,0,2,31,38,9,80
865,B2,NCP 21,NTSJ,2022-02-19 22:30:00,2022-02-20 06:00:00,2022-02-20 07:35:00,7.5,1.5833333333333333,0,0,0,90,90,12,10,54,14,90
866,8,ADIL 42,NTSJ,2022-02-20 00:30:00,2022-02-20 10:10:00,2022-02-20 12:20:00,9.666666666666666,2.1666666666666665,90,0,0,0,90,7,3,78,2,90
867,6,KRIL 05,MRWN,2022-02-20 06:35:00,2022-02-20 16:45:00,2022-02-20 17:25:00,10.166666666666666,0.6666666666666666,0,23,11,18,52,0,36,36,18,90
868,2,ADIL 43,NTSJ,2022-02-20 13:10:00,2022-02-20 21:30:00,2022-02-20 22:15:00,8.333333333333334,0.75,0,0,90,0,90,58,22,10,0,90
869,1,DLI 21,DLIB,2022-02-20 15:30:00,2022-02-20 23:50:00,2022-02-21 01:20:00,8.333333333333334,1.5,0,0,89,1,90,0,24,6,60,90
870,G1,ADIL 44,NTSJ,2022-02-20 16:10:00,2022-02-20 22:45:00,2022-02-20 23:30:00,6.583333333333333,0.75,0,90,0,0,90,0,64,0,26,90
871,G2,NCP 22,NTSJ,2022-02-20 18:55:00,2022-02-20 23:40:00,2022-02-21 02:10:00,4.75,2.5,0,90,0,0,90,0,46,8,36,90
872,B3,CONR,DER,2022-02-20 11:45:00,2022-02-21 04:00:00,2022-02-21 04:50:00,16.25,0.8333333333333334,0,8,24,58,90,30,30,0,0,60
873,B2,CONR,PCPK,2022-02-20 19:05:00,2022-02-21 06:50:00,2022-02-21 07:45:00,11.75,0.9166666666666666,6,0,14,70,90,1,15,39,35,90
874,G3,CONR,DRTA,2022-02-20 21:50:00,2022-02-21 11:00:00,2022-02-21 11:15:00,13.166666666666666,0.25,32,32,4,0,68,0,34,37,19,90
875,2,CONR,PCPK,2022-02-20 23:25:00,2022-02-21 08:00:00,2022-02-21 08:50:00,8.583333333333334,0.8333333333333334,0,0,90,0,90,90,0,0,0,90
876,G1,CONR,CGPT,2022-02-21 00:30:00,2022-02-21 13:10:00,2022-02-21 13:35:00,12.666666666666666,0.4166666666666667,0,80,10,0,90,0,36,46,8,90
877,1,CONR,TKD,2022-02-21 02:20:00,2022-02-21 15:40:00,2022-02-21 16:45:00,13.333333333333334,1.0833333333333333,83,0,7,0,90,1,46,28,15,90
878,B1,CONR,DRTA,2022-02-21 03:00:00,2022-02-21 19:15:00,2022-02-21 20:05:00,16.25,0.8333333333333334,0,2,2,30,34,6,24,39,21,90
879,G2,CONR,MDDP,2022-02-21 03:30:00,2022-02-21 16:45:00,2022-02-21 17:25:00,13.25,0.6666666666666666,0,61,11,16,88,0,54,26,10,90
880,B3,CONR,TKD,2022-02-21 05:10:00,2022-02-21 16:00:00,2022-02-21 16:40:00,10.833333333333334,0.6666666666666666,0,0,0,90,90,24,24,27,15,90
881,G3,CONR,BRC,2022-02-21 12:20:00,2022-02-21 21:30:00,2022-02-21 22:30:00,9.166666666666666,1.0,0,20,58,12,90,9,28,37,16,90
882,1,CONR,BNGD,2022-02-21 17:55:00,2022-02-21 23:50:00,2022-02-22 02:50:00,5.916666666666667,3.0,0,0,90,0,90,2,32,50,6,90
883,6,CONR,PCPK,2022-02-21 16:05:00,2022-02-21 23:55:00,,7.833333333333333,,,,,,0,,,,,0
884,6,ADIL 45,NTSJ,2022-02-20 19:45:00,2022-02-21 13:00:00,2022-02-21 14:35:00,17.25,1.5833333333333333,44,1,45,0,90,0,56,34,0,90
885,2,ADIL76,NTSJ,2022-02-21 09:45:00,2022-02-21 19:00:00,2022-02-21 19:55:00,9.25,0.9166666666666666,0,0,90,0,90,0,37,48,5,90
886,B4,GRPL 13,GRFV,2022-02-20 22:00:00,2022-02-21 23:20:00,2022-02-22 00:05:00,1.3333333333333333,0.75,10,0,0,80,90,0,55,5,26,86
887,G1,PMLP22,MKPP,2022-02-21 14:30:00,2022-02-21 23:30:00,2022-02-22 01:50:00,9.0,2.3333333333333335,0,80,0,0,80,20,23,37,0,80
888,8,CONR,DER,2022-02-21 06:20:00,2022-02-22 10:50:00,2022-02-22 11:40:00,4.5,0.8333333333333334,26,21,31,12,90,15,24,31,20,90
889,B2,CONR,DLB,2022-02-21 09:00:00,2022-02-22 07:00:00,2022-02-22 07:15:00,22.0,0.25,0,42,42,6,90,0,26,29,25,80
890,G2,CONR,DRTA,2022-02-21 23:30:00,2022-02-22 09:30:00,2022-02-22 10:30:00,10.0,1.0,0,12,24,2,38,0,28,31,21,80
891,B4,CONR,DER,2022-02-21 11:00:00,2022-02-22 14:10:00,2022-02-22 14:50:00,3.1666666666666665,0.6666666666666666,6,0,2,82,90,0,36,45,9,90
892,2,CONR,CGPT,2022-02-22 07:20:00,2022-02-22 15:40:00,2022-02-22 16:15:00,8.333333333333334,0.5833333333333334,0,40,50,0,90,30,60,0,0,90
893,G2,CONR,TKD,2022-02-22 11:35:00,2022-02-22 19:20:00,2022-02-22 20:10:00,7.75,0.8333333333333334,0,84,6,0,90,2,36,42,10,90
894,B2,CONR,SNF,2022-02-22 08:25:00,2022-02-22 19:35:00,2022-02-22 20:35:00,11.166666666666666,1.0,0,0,0,80,80,46,27,7,0,80
895,G1,CONR,AKV,2022-02-22 02:55:00,2022-02-22 23:00:00,2022-02-22 23:40:00,20.083333333333332,0.6666666666666666,0,20,52,18,90,4,86,0,0,90
896,1,CONR,DRTA,2022-02-22 16:10:00,2022-02-22 23:50:00,2022-02-23 02:10:00,7.666666666666667,2.3333333333333335,16,3,25,0,44,3,21,44,22,90
897,2,CONR,SNF,2022-02-22 17:45:00,2022-02-22 23:55:00,2022-02-23 04:25:00,6.166666666666667,4.5,0,0,90,0,90,0,14,76,0,90
898,B3,PMLP,MKPP,2022-02-21 18:20:00,2022-02-22 02:45:00,2022-02-22 03:50:00,8.416666666666666,1.0833333333333333,0,0,0,90,90,3,25,28,34,90
899,2,NCP,NTSJ,2022-02-21 21:10:00,2022-02-22 05:30:00,2022-02-22 06:20:00,8.333333333333334,0.8333333333333334,0,0,90,0,90,0,3,45,20,68
900,1,DLI,DLIB,2022-02-22 04:20:00,2022-02-22 13:30:00,2022-02-22 14:25:00,9.166666666666666,0.9166666666666666,0,0,90,0,90,4,48,38,0,90
901,B3,NCP,NTSJ,2022-02-22 04:50:00,2022-02-22 15:30:00,2022-02-22 16:15:00,10.666666666666666,0.75,0,0,0,90,90,0,54,0,0,54
902,8,DLI,DLIB,2022-02-22 12:40:00,2022-02-22 20:15:00,2022-02-22 21:15:00,7.583333333333333,1.0,22,0,68,0,90,0,12,22,56,90
903,B1,DLI,MLSW,2022-02-22 22:25:00,2022-02-22 22:30:00,2022-02-22 23:50:00,0.08333333333333333,1.3333333333333333,0,0,30,50,80,0,30,0,50,80
904,G3,HTPL,MKPP,2022-02-21 23:55:00,2022-02-22 23:30:00,2022-02-23 00:55:00,23.583333333333332,1.4166666666666667,0,16,59,15,90,0,0,88,2,90
905,G2,CONR,TKD,2022-02-22 21:10:00,2022-02-23 08:30:00,2022-02-23 09:20:00,11.333333333333334,0.8333333333333334,8,5,67,10,90,0,0,90,0,90
906,G1,CONR,PCPK,2022-02-23 00:50:00,2022-02-23 20:50:00,2022-02-23 21:45:00,20.0,0.9166666666666666,0,8,68,14,90,0,0,90,0,90
907,1,CONR,BNGD,2022-02-23 03:15:00,2022-02-23 14:00:00,2022-02-23 14:50:00,10.75,0.8333333333333334,0,0,90,0,90,2,62,10,16,90
